model,year,mileage_km,engine_size_l,fuel_type,transmission,body_condition,color,previous_owners,price_million_toman
Quik,2023,44000.0,1.5,petrol,automatic,minor_paint,white,4,408.9
Kia Cerato,2008,352200.0,2.0,petrol,manual,accident_repaired,white,3,639.6
Kia Cerato,2012,250000.0,2.0,petrol,manual,accident_repaired,silver,5,666.7
Tiba,2011,248700.0,1.5,petrol,manual,minor_paint,blue,1,136.0
Pride,2026,0.0,1.3,petrol,manual,accident_repaired,silver,2,221.1
Dena,2024,47100.0,1.7,petrol,automatic,minor_paint, silver ,5,794.5
Dena,2006,365600.0,1.7,petrol,automatic,intact,silver,2,272.4
Toyota Corolla,2023,54100.0,1.8,petrol,manual,minor_paint,blue,3,2336.0
Hyundai Accent,2005,381100.0,1.6,petrol_lpg,manual,intact,white,3,564.5
Shahin,2005,416800.0,1.5,petrol,MANUAL,minor_paint,black,5,181.3
Pride,2015,198700.0,1.3,petrol,AUTOMATIC,intact,blue,2,143.5
Quik,2024,27500.0,1.5,petrol,MANUAL,minor_paint,silver,3,415.4
Shahin,2024,62400.0,1.5,petrol_lpg,MANUAL,minor_paint,grey,2,800.7
Dena,2019,131800.0,1.7,petrol,automatic,intact, silver ,5,605.0
Shahin,2016,186900.0,1.5,petrol,manual,intact,black,3,486.8
Peugeot 206,2013,214200.0,1.4,petrol,automatic,,blue,4,326.8
Hyundai Accent,2008,295800.0,1.6,petrol,manual,intact,silver,1,829.7
Peugeot Pars,2017,146300.0,1.8,petrol_lpg,manual,minor_paint,white,4,329.9
Quik,2009,354900.0,1.5,petrol,manual,,grey,2,141.5
Toyota Corolla,2024,51500.0,1.8,petrol_lpg,manual,minor_paint,grey,1,2269.5
Samand,2022,110500.0,1.8,petrol_lpg,manual,accident_repaired,grey,2,279.1
Tiba,2011,245300.0,1.5,petrol,manual,minor_paint,silver,1,144.1
Toyota Corolla,2012,265500.0,1.8,petrol,automatic,intact,white,5,1435.8
Pride,2011,238600.0,1.3,petrol,AUTOMATIC,intact, blue ,5,123.8
Pride,2018,144500.0,1.3,petrol,AUTOMATIC,intact,white,2,180.9
Shahin,2015,196400.0,1.5,petrol_lpg,manual,minor_paint,silver,2,418.2
Shahin,2015,259000.0,1.5,petrol_lpg,manual,major_paint,silver,4,344.2
Samand,2009,272300000.0,1.8,petrol,manual,intact,silver,5,191.6
Toyota Corolla,2024,39900.0,1.8,petrol,automatic,accident_repaired,black,2,2061.4
Dena,2026,0.0,1.7,petrol,automatic,major_paint,black,5,790.7
Peugeot Pars,2014,,1.8,petrol,automatic,minor_paint,blue,4,293.4
Shahin,2018,138900.0,1.5,petrol,manual,minor_paint,grey,5,550.4
Rana,2023,31700.0,1.6,petrol,manual,minor_paint,white,1,683.9
Kia Cerato,2021,67600.0,2.0,petrol_lpg,automatic,major_paint,white,3,1891.9
Samand,2023,80100.0,1.8,petrol,manual,major_paint,black,3,394.2
Pride,2025,,1.3,petrol_lpg,automatic,minor_paint,silver,5,254.4
Toyota Corolla,2012,240100.0,1.8,petrol_lpg,MANUAL,minor_paint,grey,2,1269.8
Kia Cerato,2013,260800.0,2.0,petrol,manual,minor_paint,white,2,1277.2
Quik,2013,290100.0,1.5,petrol,manual,,blue,2,182.6
Pride,2011,282700.0,1.3,petrol,automatic,minor_paint,black,2,99.2
Dena,2015,188400.0,1.7,petrol,manual,,white,4,504.9
Rana,2007,318800.0,1.6,petrol,manual,major_paint,silver,3,164.5
Hyundai Accent,2009,321500.0,1.6,petrol,automatic,minor_paint,white,1,934.2
Peugeot 206,2018,174600.0,1.4,petrol,automatic,intact,white,1,452.0
Peugeot Pars,2006,,1.8,petrol,automatic,intact,white,3,193.3
Peugeot Pars,2017,158200.0,1.8,petrol,manual,intact,red,3,373.9
Shahin,2021,144100.0,1.5,petrol,manual,minor_paint,silver,1,610.4
Quik,2010,297500.0,1.5,petrol,manual,minor_paint,blue,4,122.8
Peugeot 206,2006,371500000.0,1.4,petrol_lpg,automatic,intact,red,1,165.7
Quik,2019,111300.0,1.5,petrol,manual,major_paint,blue,4,218.7
Tiba,2021,84400.0,1.5,petrol,automatic,intact,black,5,309.0
Rana,2006,358800.0,1.6,petrol_lpg,manual,accident_repaired,silver,1,106.4
Kia Cerato,2015,182800.0,2.0,petrol,manual,intact,red,4,1328.8
Quik,2009,316600.0,1.5,petrol,manual,intact,white,3,134.4
Toyota Corolla,2011,261500.0,1.8,petrol,manual,intact,black,2,1520.2
Dena,2016,178300.0,1.7,petrol,manual,intact,red,2,513.2
Rana,2025,0.0,1.6,petrol,manual,intact,white,2,716.9
Tiba,2019,153100.0,1.5,petrol,AUTOMATIC,accident_repaired,black,5,162.1
Tiba,2006,358100.0,1.5,petrol,manual,major_paint,silver,3,65.3
Quik,2014,184800.0,1.5,petrol,automatic,intact,white,2,272.8
Quik,2006,365300.0,1.5,petrol,manual,intact,red,2,116.7
Kia Cerato,2016,197500.0,2.0,petrol_lpg,manual,intact,blue,2,1547.2
Shahin,2007,400000.0,1.5,petrol,manual,intact,white,3,259.8
Dena,2026,0.0,1.7,petrol,manual,major_paint,white,2,808.8
Peugeot Pars,2026,0.0,1.8,petrol,automatic,accident_repaired,blue,1,553.0
Rana,2017,196500.0,1.6,petrol,manual,intact,silver,5,321.6
Peugeot Pars,2009,332200.0,1.8,petrol,automatic,intact,blue,4,221.6
Pride,2016,165400.0,1.3,petrol,manual,intact,silver,5,139.3
Rana,2006,362100.0,1.6,petrol,manual,intact,silver,2,189.2
Dena,2010,276300.0,1.7,petrol,automatic,major_paint,red,4,279.0
Shahin,2012,266400.0,1.5,petrol,MANUAL,minor_paint, black ,2,388.4
Peugeot Pars,2011,312700.0,1.8,petrol,manual,minor_paint,grey,4,202.3
Toyota Corolla,2025,41100.0,1.8,petrol,MANUAL,minor_paint,white,3,2527.3
Tiba,2021,49000.0,1.5,petrol_lpg,automatic,minor_paint,white,1,367.3
Peugeot 206,2023,,1.4,petrol,manual,intact,white,2,527.6
Quik,2015,227200.0,1.5,petrol,manual,intact,blue,3,196.6
Peugeot 206,2017,144300.0,1.4,petrol,automatic,intact,silver,5,395.7
Peugeot 206,2016,188700.0,1.4,petrol_lpg,manual,minor_paint,white,3,316.1
Peugeot Pars,2011,,1.8,petrol,manual,minor_paint,black,1,254.7
Peugeot 206,2007,360900.0,1.4,petrol,automatic,minor_paint,white,1,188.2
Tiba,2011,284600.0,1.5,petrol,manual,,white,2,132.8
Shahin,2021,82000.0,1.5,petrol,manual,intact,grey,1,702.2
Quik,2014,247300.0,1.5,petrol,MANUAL,major_paint,silver,4,143.3
Pride,2021,105200.0,1.3,petrol,manual,intact,blue,5,198.7
Rana,2012,255500.0,1.6,petrol,manual,intact,silver,3,268.3
Shahin,2016,228000.0,1.5,petrol,automatic,minor_paint,silver,1,524.6
Rana,2013,210900.0,1.6,petrol,manual,accident_repaired,silver,3,181.4
Tiba,2008,327600.0,1.5,petrol,automatic,intact, blue ,1,108.8
Peugeot Pars,2018,143100.0,1.8,petrol_lpg,automatic,intact,silver,1,517.1
Hyundai Accent,2008,345600.0,1.6,petrol_lpg,manual,intact,white,1,796.6
Rana,2009,335000.0,1.6,petrol,manual,intact,black,3,210.9
Quik,2015,180700.0,1.5,petrol,AUTOMATIC,minor_paint,white,3,256.7
Tiba,2015,214100.0,1.5,petrol,automatic,intact,white,2,206.8
Toyota Corolla,2026,0.0,1.8,petrol,automatic,minor_paint,blue,1,3202.1
Samand,2007,403900.0,1.8,petrol,manual,intact,black,1,140.0
Dena,2013,265100.0,1.7,petrol,manual,intact,silver,1,405.8
Kia Cerato,2005,354700.0,2.0,petrol_lpg,manual,intact,white,3,815.3
Tiba,2018,101800.0,1.5,petrol,manual,minor_paint,red,3,212.4
Rana,2025,0.0,1.6,petrol_lpg,manual,accident_repaired,red,4,460.1
Rana,2019,138600.0,1.6,petrol_lpg,automatic,minor_paint, blue ,3,420.2
Pride,2011,294900.0,1.3,petrol,MANUAL,intact,grey,3,86.2
Rana,2017,163600.0,1.6,petrol,manual,intact,silver,2,390.4
Shahin,2005,384900.0,1.5,petrol,manual,intact,black,2,233.7
Hyundai Accent,2007,287500.0,1.6,petrol,automatic,minor_paint,red,2,692.3
Samand,2013,200600.0,1.8,petrol_lpg,automatic,accident_repaired,black,2,172.0
Samand,2007,336100.0,1.8,petrol,manual,major_paint,red,4,112.6
Peugeot Pars,2021,104600.0,1.8,petrol,manual,accident_repaired,silver,2,365.5
Rana,2021,79300.0,1.6,petrol_lpg,manual,major_paint, white ,2,398.1
Rana,2007,354800.0,1.6,petrol,automatic,intact, silver ,1,239.0
Rana,2009,301300.0,1.6,petrol,manual,intact,silver,3,232.2
Rana,2019,188200.0,1.6,petrol,automatic,major_paint,red,5,308.9
Shahin,2026,0.0,1.5,petrol,AUTOMATIC,minor_paint,grey,3,927.8
Dena,2021,72100.0,1.7,petrol,automatic,intact,blue,1,926.1
Samand,2025,0.0,1.8,petrol,manual,intact,grey,2,633.5
Rana,2008,370900.0,1.6,petrol,MANUAL,intact,silver,3,181.3
Kia Cerato,2020,125700.0,2.0,petrol,MANUAL,minor_paint,blue,4,1659.9
Peugeot 206,2025,27900.0,1.4,petrol,AUTOMATIC,major_paint,red,2,579.1
Samand,2014,232300.0,1.8,petrol,automatic,major_paint,white,5,196.3
Rana,2011,343300.0,1.6,petrol_lpg,manual,minor_paint,white,5,179.5
Hyundai Accent,2009,319900.0,1.6,petrol,manual,accident_repaired,red,2,494.5
Peugeot 206,2016,199800.0,1.4,petrol,manual,accident_repaired,silver,2,222.4
Kia Cerato,2008,,2.0,petrol,manual,intact,white,4,937.7
Peugeot 206,2007,370100.0,1.4,petrol,manual,major_paint,black,4,132.2
Peugeot 206,2013,191900.0,1.4,petrol,manual,minor_paint,grey,2,244.9
Shahin,2010,329600.0,1.5,petrol,manual,accident_repaired, silver ,5,187.7
Quik,2026,0.0,1.5,petrol,automatic,intact,black,2,611.7
Shahin,2023,59300.0,1.5,petrol,manual,minor_paint,blue,5,715.9
Rana,2005,425100.0,1.6,petrol_lpg,manual,intact,white,4,150.2
Hyundai Accent,2012,263000.0,1.6,petrol,automatic,minor_paint,white,2,1122.2
Toyota Corolla,2017,182300.0,1.8,petrol,automatic,accident_repaired,white,1,1531.9
Kia Cerato,2024,41200.0,2.0,petrol,manual,intact,white,5,2201.8
Rana,2020,151300.0,1.6,petrol,automatic,intact,white,4,552.9
Quik,2021,100400.0,1.5,petrol,automatic,major_paint,grey,1,269.4
Peugeot 206,2026,13900.0,1.4,petrol,manual,major_paint,black,2,611.5
Tiba,2018,127100.0,1.5,petrol,automatic,intact,blue,1,245.5
Shahin,2016,154600.0,1.5,petrol,manual,intact,grey,3,533.1
Samand,2019,96100.0,1.8,petrol_lpg,manual,intact,silver,2,392.2
Dena,2019,,1.7,petrol_lpg,manual,major_paint,black,4,417.9
Tiba,2023,81500.0,1.5,petrol,manual,intact,black,2,338.2
Tiba,2024,0.0,1.5,petrol,manual,major_paint,black,1,318.2
Peugeot Pars,2007,347300.0,1.8,petrol,manual,minor_paint,blue,1,182.6
Quik,2026,34200.0,1.5,petrol,automatic,minor_paint,grey,5,473.9
Shahin,2017,155500.0,1.5,petrol,manual,intact,red,1,553.3
Tiba,2010,,1.5,petrol,manual,minor_paint,white,4,101.0
Shahin,2023,56200.0,1.5,petrol,manual,,black,1,542.4
Samand,2012,253400.0,1.8,petrol_lpg,manual,accident_repaired,silver,3,147.4
Peugeot Pars,2019,137300.0,1.8,petrol,manual,intact,white,2,448.8
Quik,2008,325500.0,1.5,petrol_lpg,manual,minor_paint,silver,3,110.5
Kia Cerato,2014,252800.0,2.0,petrol,manual,intact,grey,1,1322.8
Peugeot Pars,2015,183800.0,1.8,petrol,automatic,major_paint,silver,5,306.2
Kia Cerato,2019,63300.0,2.0,petrol,manual,minor_paint,white,2,1872.9
Samand,2017,149300.0,1.8,petrol,manual,intact,blue,5,270.7
Toyota Corolla,2007,364700.0,1.8,petrol_lpg,automatic,intact,blue,3,1074.0
Toyota Corolla,2021,105300.0,1.8,petrol,manual,intact,silver,3,2136.5
Rana,2010,331700.0,1.6,petrol_lpg,MANUAL,,white,5,235.8
Rana,2012,256400.0,1.6,petrol,manual,intact,grey,1,290.5
Tiba,2011,300200.0,1.5,petrol,manual,major_paint,blue,5,88.7
Hyundai Accent,2010,314400.0,1.6,petrol,automatic,minor_paint,white,2,870.9
Shahin,2018,121800.0,1.5,petrol,manual,intact,silver,3,622.3
Toyota Corolla,2010,273200.0,1.8,petrol,manual,intact,grey,3,1252.2
Tiba,2006,323500.0,1.5,petrol,manual,intact,white,4,90.3
Hyundai Accent,2011,314900.0,1.6,petrol_lpg,automatic,intact,white,5,922.0
Quik,2010,277400.0,1.5,petrol,MANUAL,intact,black,2,162.6
Samand,2014,195300.0,1.8,petrol,manual,major_paint,white,3,218.4
Pride,2009,297100.0,1.3,petrol_lpg,manual,intact,black,3,74.5
Peugeot Pars,2006,343100.0,1.8,petrol,automatic,minor_paint,silver,5,204.6
Toyota Corolla,2023,96200.0,1.8,petrol_lpg,AUTOMATIC,minor_paint,blue,2,2284.5
Kia Cerato,2016,214800.0,2.0,petrol,manual,intact,silver,4,1388.5
Kia Cerato,2009,301100.0,2.0,petrol,automatic,intact,black,4,1073.9
Dena,2024,47100000.0,1.7,petrol,manual,intact,silver,1,733.5
Peugeot Pars,2007,369100.0,1.8,petrol_lpg,manual,intact,white,5,165.9
Pride,2022,73700.0,1.3,petrol,MANUAL,accident_repaired,white,3,167.6
Rana,2008,,1.6,petrol,AUTOMATIC,intact,blue,2,218.7
Hyundai Accent,2024,23500.0,1.6,petrol_lpg,manual,,grey,3,1799.2
Rana,2025,3700.0,1.6,petrol,automatic,minor_paint,white,2,739.4
Dena,2014,203600.0,1.7,petrol,automatic,accident_repaired,silver,4,286.6
Dena,2005,354300.0,1.7,petrol_lpg,manual,intact,red,4,212.2
Peugeot Pars,2019,111000.0,1.8,petrol_lpg,manual,intact,white,2,433.8
Peugeot Pars,2013,251200.0,1.8,petrol_lpg,manual,intact,grey,1,294.8
Hyundai Accent,2023,80600.0,1.6,petrol,manual,intact,silver,5,1763.5
Dena,2020,143000.0,1.7,petrol,manual,minor_paint,silver,4,582.3
Pride,2020,157300.0,1.3,petrol,manual,intact,grey,1,186.0
Kia Cerato,2013,195000.0,2.0,petrol,manual,intact,white,1,1379.8
Kia Cerato,2026,23600.0,2.0,petrol,manual,minor_paint,white,5,2243.8
Dena,2010,295600.0,1.7,petrol,manual,accident_repaired,white,2,215.6
Shahin,2008,357700.0,1.5,petrol,manual,intact,black,4,270.8
Peugeot 206,2025,13000.0,1.4,petrol,manual,minor_paint,white,3,652.3
Rana,2021,64400.0,1.6,petrol_lpg,manual,intact,blue,1,557.0
Shahin,2006,,1.5,petrol,MANUAL,intact,blue,2,270.2
Quik,2016,182300.0,1.5,petrol_lpg,manual,intact,blue,2,221.7
Shahin,2018,139800.0,1.5,petrol,manual,minor_paint,white,3,557.2
Peugeot 206,2013,265200.0,1.4,petrol_lpg,MANUAL,intact,red,5,231.5
Dena,2018,185800.0,1.7,petrol,manual,intact,silver,2,488.1
Pride,2006,384000.0,1.3,petrol,automatic,intact, white ,2,65.7
Toyota Corolla,2014,217000.0,1.8,petrol,manual,intact,silver,2,1635.4
Quik,2008,308400.0,1.5,petrol_lpg,manual,intact,silver,1,136.6
Rana,2025,11200.0,1.6,petrol,manual,intact,white,5,676.0
Samand,2024,67500.0,1.8,petrol,automatic,intact,black,1,565.3
Shahin,2005,387100.0,1.5,petrol,manual,major_paint,black,1,209.5
Shahin,2019,162600.0,1.5,petrol_lpg,automatic,accident_repaired, silver ,2,440.1
Kia Cerato,2009,293000.0,2.0,petrol,automatic,minor_paint,white,1,1135.6
Tiba,2011,240700.0,1.5,petrol,manual,major_paint,silver,3,99.7
Quik,2020,130800.0,1.5,petrol,manual,intact,blue,4,330.9
Peugeot 206,2018,154700.0,1.4,petrol,manual,minor_paint,blue,4,332.9
Samand,2025,35000.0,1.8,petrol,manual,intact,grey,4,542.0
Peugeot 206,2014,229600.0,1.4,petrol_lpg,manual,accident_repaired,red,1,172.1
Dena,2016,165900.0,1.7,petrol,manual,intact,blue,4,475.7
Pride,2021,135300.0,1.3,petrol,automatic,intact,white,2,229.6
Hyundai Accent,2014,193500.0,1.6,petrol,manual,minor_paint,grey,1,1118.8
Toyota Corolla,2006,315500.0,1.8,petrol_lpg,automatic,intact,blue,4,1007.3
Peugeot 206,2026,0.0,1.4,petrol_lpg,manual,minor_paint,white,2,634.2
Quik,2011,296200.0,1.5,petrol,manual,major_paint,white,3,141.6
Peugeot 206,2012,270000.0,1.4,petrol_lpg,manual,accident_repaired, blue ,4,128.7
Peugeot 206,2008,360000.0,1.4,petrol,manual,intact,grey,3,157.8
Kia Cerato,2026,41600.0,2.0,petrol,automatic,accident_repaired,red,1,1749.5
Peugeot Pars,2026,0.0,1.8,petrol,manual,minor_paint,silver,4,539.1
Quik,2016,182400.0,1.5,petrol_lpg,manual,minor_paint,black,5,193.5
Shahin,2010,279300.0,1.5,petrol,manual,minor_paint,silver,2,303.2
Shahin,2025,58500.0,1.5,petrol,automatic,intact,black,3,1041.6
Peugeot Pars,2026,300.0,1.8,petrol,automatic,,black,2,870.4
Peugeot Pars,2018,132500.0,1.8,petrol,manual,minor_paint,silver,4,404.1
Rana,2014,,1.6,petrol,manual,major_paint,black,4,255.3
Shahin,2005,,1.5,petrol,automatic,minor_paint,white,4,265.9
Hyundai Accent,2005,361300.0,1.6,petrol,manual,intact,white,1,690.4
Quik,2006,327800.0,1.5,petrol_lpg,manual,major_paint,black,4,87.7
Toyota Corolla,2014,239500.0,1.8,petrol,manual,minor_paint,white,4,1395.5
Peugeot 206,2026,41500.0,1.4,petrol,automatic,accident_repaired,red,4,462.0
Pride,2024,58000.0,1.3,petrol,automatic,intact,white,1,286.3
Peugeot Pars,2005,374700.0,1.8,petrol,automatic,intact,black,4,177.8
Quik,2020,133500.0,1.5,petrol,automatic,major_paint,blue,1,307.7
Samand,2009,310600.0,1.8,petrol_lpg,manual,intact,white,5,174.9
Shahin,2020,116700.0,1.5,petrol,manual,intact,white,3,642.3
Toyota Corolla,2009,311000.0,1.8,petrol,manual,intact,black,1,1379.6
Rana,2021,125200.0,1.6,petrol_lpg,manual,major_paint,white,4,380.8
Hyundai Accent,2010,287600.0,1.6,petrol,manual,intact,black,2,982.2
Peugeot 206,2013,238800.0,1.4,petrol_lpg,manual,minor_paint,silver,3,216.4
Dena,2005,374200.0,1.7,petrol,manual,major_paint,white,3,201.2
Toyota Corolla,2009,287400.0,1.8,petrol,manual,minor_paint,white,5,1039.8
Kia Cerato,2007,345400.0,2.0,petrol,manual,minor_paint,white,1,938.3
Pride,2015,189200.0,1.3,petrol,automatic,accident_repaired,white,1,111.2
Quik,2005,336800.0,1.5,petrol,MANUAL,intact, silver ,4,111.1
Peugeot Pars,2011,263800.0,1.8,petrol,automatic,minor_paint,black,4,249.5
Quik,2009,347200.0,1.5,petrol_lpg,automatic,minor_paint,silver,2,155.7
Kia Cerato,2022,76700.0,2.0,petrol,automatic,,silver,2,2367.9
Hyundai Accent,2025,42100.0,1.6,petrol_lpg,automatic,,white,5,2023.7
Samand,2011,252300.0,1.8,petrol,manual,intact,grey,5,195.7
Peugeot Pars,2006,345400.0,1.8,petrol,automatic,intact,red,3,198.7
Peugeot Pars,2026,,1.8,petrol,manual,major_paint,silver,2,561.0
Shahin,2022,113700.0,1.5,petrol,manual,minor_paint,silver,5,626.2
Samand,2022,92800.0,1.8,petrol,automatic,intact,silver,2,532.5
Rana,2017,156700.0,1.6,petrol,automatic,minor_paint,white,2,444.5
Toyota Corolla,2010,277400.0,1.8,petrol,automatic,major_paint,grey,3,1100.5
Dena,2024,46700.0,1.7,petrol,automatic,intact,grey,3,948.3
Rana,2023,98900.0,1.6,petrol,automatic,minor_paint,white,2,612.0
Pride,2023,93200.0,1.3,petrol,automatic,major_paint,black,1,213.6
Samand,2024,36000.0,1.8,petrol_lpg,AUTOMATIC,intact,blue,3,544.6
Tiba,2024,37100.0,1.5,petrol,automatic,intact,black,1,400.5
Tiba,2018,145300.0,1.5,petrol,manual,minor_paint,red,1,188.4
Rana,2011,273800.0,1.6,petrol,manual,accident_repaired,white,2,172.5
Tiba,2012,275900.0,1.5,petrol,manual,minor_paint,white,2,128.0
Samand,2020,109000.0,1.8,petrol,manual,accident_repaired,white,2,277.5
Tiba,2025,30900.0,1.5,petrol,manual,minor_paint,silver,4,338.1
Kia Cerato,2010,,2.0,petrol_lpg,manual,,black,5,883.1
Dena,2012,297500.0,1.7,petrol,manual,minor_paint,grey,5,351.7
Peugeot Pars,2025,38000.0,1.8,petrol,MANUAL,accident_repaired,silver,2,492.7
Quik,2020,135100.0,1.5,petrol_lpg,manual,intact, white ,4,263.6
Kia Cerato,2021,76500.0,2.0,petrol,manual,intact, red ,4,1759.2
Quik,2023,82400.0,1.5,petrol_lpg,automatic,intact,white,4,449.0
Kia Cerato,2017,,2.0,petrol,manual,major_paint,red,2,1150.8
Pride,2014,236000.0,1.3,petrol,manual,minor_paint,white,2,114.2
Shahin,2021,79700.0,1.5,petrol_lpg,automatic,intact,silver,2,798.8
Peugeot Pars,2024,15300.0,1.8,petrol,automatic,minor_paint,white,3,777.5
Tiba,2011,279000.0,1.5,petrol_lpg,automatic,intact,white,3,145.0
Tiba,2021,102800.0,1.5,petrol_lpg,manual,intact,blue,4,245.1
Dena,2012,244800.0,1.7,petrol,automatic,minor_paint,white,5,373.1
Tiba,2012,297600.0,1.5,petrol,manual,intact,white,3,139.3
Samand,2013,232200.0,1.8,petrol,automatic,major_paint,silver,2,221.1
Samand,2014,236200.0,1.8,petrol,automatic,minor_paint,red,2,283.6
Hyundai Accent,2024,29500.0,1.6,petrol,manual,minor_paint,grey,2,1692.0
Tiba,2009,285700.0,1.5,petrol,MANUAL,,grey,2,103.6
Samand,2019,97400.0,1.8,petrol,automatic,major_paint,black,3,304.4
Tiba,2019,102800.0,1.5,petrol,manual,minor_paint,red,2,203.1
Pride,2015,253500.0,1.3,petrol,manual,major_paint,blue,3,92.3
Pride,2007,340300.0,1.3,petrol,manual,major_paint,silver,3,60.0
Tiba,2021,77300.0,1.5,petrol,manual,minor_paint,white,4,252.6
Samand,2017,158300.0,1.8,petrol,automatic,accident_repaired,silver,3,251.0
Samand,2005,,1.8,petrol,automatic,major_paint,white,2,121.8
Peugeot Pars,2008,319200.0,1.8,petrol,manual,intact,grey,4,191.6
Toyota Corolla,2008,285200.0,1.8,petrol,manual,intact,black,1,1280.8
Tiba,2018,152400.0,1.5,petrol,automatic,minor_paint,grey,2,218.7
Quik,2013,250700.0,1.5,petrol,manual,major_paint,white,3,147.7
Quik,2009,286900.0,1.5,petrol,manual,intact,blue,1,170.9
Samand,2022,81300.0,1.8,petrol_lpg,manual,major_paint, red ,3,326.6
Peugeot 206,2025,20700.0,1.4,petrol,automatic,intact, silver ,4,635.7
Quik,2011,270300.0,1.5,petrol,manual,major_paint,silver,4,131.1
Kia Cerato,2005,384100.0,2.0,petrol,manual,major_paint,grey,3,641.3
Quik,2016,,1.5,petrol_lpg,manual,intact,black,5,213.4
Rana,2006,364000.0,1.6,petrol,AUTOMATIC,intact,white,2,185.0
Tiba,2007,356600.0,1.5,petrol_lpg,automatic,minor_paint,silver,4,80.6
Samand,2007,328300.0,1.8,petrol,manual,intact,black,4,155.2
Kia Cerato,2021,69900.0,2.0,petrol,manual,,white,3,1750.8
Toyota Corolla,2018,160600.0,1.8,petrol,manual,intact,red,1,1797.0
Pride,2021,98800.0,1.3,petrol,manual,minor_paint, black ,4,189.3
Peugeot 206,2010,321400.0,1.4,petrol_lpg,manual,,silver,5,188.6
Tiba,2018,137000.0,1.5,petrol,automatic,minor_paint,black,2,223.2
Toyota Corolla,2025,0.0,1.8,petrol,manual,major_paint,silver,5,2099.6
Peugeot 206,2006,359400.0,1.4,petrol,manual,major_paint,black,2,138.0
Kia Cerato,2024,15000.0,2.0,petrol,manual,intact, blue ,2,2381.3
Pride,2010,326200.0,1.3,petrol,manual,intact,black,5,79.6
Hyundai Accent,2024,72400.0,1.6,petrol_lpg,manual,minor_paint,red,4,1654.3
Peugeot 206,2021,82200.0,1.4,petrol,automatic,intact,black,4,545.8
Dena,2016,205500.0,1.7,petrol,manual,intact,black,3,489.6
Quik,2023,89700.0,1.5,petrol,automatic,accident_repaired,black,4,280.9
Dena,2006,336300.0,1.7,petrol,manual,major_paint,black,2,196.5
Toyota Corolla,2013,216600.0,1.8,petrol,automatic,intact,black,5,1607.6
Dena,2009,241700.0,1.7,petrol,manual,accident_repaired,white,4,218.3
Hyundai Accent,2023,69700.0,1.6,petrol,manual,major_paint,silver,4,1582.3
Samand,2009,276800.0,1.8,petrol,manual,major_paint,blue,1,148.1
Peugeot 206,2014,257600.0,1.4,petrol_lpg,manual,intact,black,1,286.4
Quik,2023,68400.0,1.5,petrol_lpg,manual,intact, silver ,1,438.0
Rana,2008,352400.0,1.6,petrol,manual,minor_paint,blue,2,170.7
Toyota Corolla,2025,12500.0,1.8,petrol,automatic,major_paint,white,4,2461.8
Hyundai Accent,2008,333200.0,1.6,petrol_lpg,manual,intact,red,3,787.9
Shahin,2009,,1.5,petrol,manual,minor_paint,white,2,332.2
Kia Cerato,2010,294000.0,2.0,petrol_lpg,manual,intact,white,5,1004.5
Peugeot Pars,2009,305600.0,1.8,petrol,manual,minor_paint, silver ,4,182.9
Rana,2017,178100.0,1.6,petrol,manual,minor_paint,grey,2,369.6
Dena,2018,129600.0,1.7,petrol,manual,major_paint,blue,2,386.3
Tiba,2018,154600.0,1.5,petrol,MANUAL,intact,white,4,218.6
Pride,2006,341600.0,1.3,petrol,automatic,minor_paint, silver ,5,61.9
Peugeot Pars,2013,240200.0,1.8,petrol,manual,minor_paint,black,2,270.4
Kia Cerato,2006,372500.0,2.0,petrol,manual,minor_paint,white,4,714.2
